session_id,customer_id,station_id,connection_id,date_id,kwh_charged,duration_minutes,revenue_usd,cost_usd
1943,3976152142,507763,872661,20260906,57.11,69,22.84,10.28
1944,2133886695,507824,872805,20260901,71.38,86,28.55,12.85
1945,705950908,507812,872786,20260810,21.51,54,8.6,3.87
1946,1012090693,507825,872808,20260815,5.88,105,2.35,1.06
1947,240774711,507763,872668,20260831,15.95,43,6.38,2.87
1948,270539767,507891,872917,20260815,77.0,54,30.8,13.86
1949,2478779102,507932,873010,20260824,74.91,70,29.96,13.48
1950,718128538,507714,872553,20260816,52.79,92,21.12,9.5
1951,3890846918,507990,873122,20260907,53.04,111,21.22,9.55
1952,1473090774,507920,872988,20260906,58.2,25,23.28,10.48
1953,1062264093,507895,872922,20260902,19.03,75,7.61,3.43
1954,1244264846,507743,872632,20260904,78.15,49,31.26,14.07
1955,4251511410,507801,872768,20260831,38.5,26,15.4,6.93
1956,47415456,507933,873011,20260826,35.65,43,14.26,6.42
1957,3995738186,507863,872869,20260813,46.51,115,18.6,8.37
1958,3656991747,508021,873198,20260905,8.76,25,3.5,1.58
1959,501251744,507922,872997,20260809,18.3,111,7.32,3.29
1960,2026108317,508022,873199,20260821,64.04,69,25.62,11.53
1961,815025584,507919,872983,20260811,11.62,75,4.65,2.09
1962,910918357,507743,872632,20260816,53.25,75,21.3,9.58
1963,2759178807,507805,872773,20260815,24.63,99,9.85,4.43
1965,1177968291,508000,873170,20260817,28.1,65,11.24,5.06
1966,1644823386,507763,872672,20260830,33.45,40,13.38,6.02
1967,2923536434,507820,872797,20260828,62.52,43,25.01,11.25
1968,1840792917,507919,872982,20260828,28.77,48,11.51,5.18
1969,3766336447,507921,872994,20260828,50.31,76,20.12,9.06
1970,3858442706,507763,872670,20260811,43.08,17,17.23,7.75
1971,1661808569,507738,872624,20260902,58.09,96,23.24,10.46
1972,3676769060,508017,873193,20260904,79.95,87,31.98,14.39
1973,3586913613,507809,872783,20260831,63.61,64,25.44,11.45
1974,137474,507771,872714,20260823,22.2,36,8.88,4.0
1975,3738460172,507823,872804,20260830,7.49,102,3.0,1.35
1976,1035749579,508001,873171,20260904,25.98,112,10.39,4.68
1977,2727617447,507725,872601,20260821,52.61,62,21.04,9.47
1978,3280749012,508001,873171,20260817,9.11,48,3.64,1.64
1979,1458033908,507892,872918,20260822,44.71,74,17.88,8.05
1981,3605900455,507807,872779,20260822,31.74,114,12.7,5.71
1982,865858170,507763,872668,20260901,66.67,39,26.67,12.0
1983,761931424,507920,872988,20260831,13.53,62,5.41,2.44
1984,733862176,507763,872669,20260904,11.01,22,4.4,1.98
1985,860760854,507771,872713,20260822,63.26,30,25.3,11.39
1986,330504118,507922,872997,20260905,44.64,28,17.86,8.04
1987,3947305006,507820,872798,20260827,60.07,62,24.03,10.81
1988,1068644177,507931,873009,20260815,39.79,28,15.92,7.16
1989,1293859629,507817,872792,20260810,24.71,66,9.88,4.45
1990,349417964,507919,872976,20260812,70.53,34,28.21,12.7
1991,3213602724,507920,872993,20260830,68.95,95,27.58,12.41
1992,2297758452,507920,872990,20260831,60.58,40,24.23,10.9
1993,3014596364,507810,872784,20260818,26.77,90,10.71,4.82
1994,3351400147,507919,872986,20260904,52.22,64,20.89,9.4
1995,463624575,508001,873171,20260815,33.88,32,13.55,6.1
1996,547730527,507763,872676,20260907,12.33,41,4.93,2.22
1997,952643767,507867,872875,20260820,78.39,71,31.36,14.11
1998,1786147865,507801,872768,20260903,15.95,83,6.38,2.87
1999,4191318692,508015,873190,20260819,81.02,19,32.41,14.58
2001,3878519555,507763,872673,20260824,19.81,81,7.92,3.57
2002,108367868,507746,872636,20260813,48.35,63,19.34,8.7
2003,1988241199,507818,872793,20260808,74.84,61,29.94,13.47
2004,1666960333,507919,872976,20260828,63.58,29,25.43,11.44
2005,4227919146,507829,872813,20260831,69.52,41,27.81,12.51
2006,3517102561,507930,873007,20260822,57.7,23,23.08,10.39
2007,3128585074,507816,872791,20260822,60.38,59,24.15,10.87
2008,2282963322,507714,872553,20260812,72.94,37,29.18,13.13
2009,747862502,507820,872796,20260903,24.97,119,9.99,4.49
2010,2753079802,507821,872800,20260817,44.15,62,17.66,7.95
2011,3899958082,508011,873186,20260817,22.7,33,9.08,4.09
2012,3981845636,508008,873180,20260827,84.01,88,33.6,15.12
2013,3769742935,507921,872995,20260817,80.52,31,32.21,14.49
2014,824005502,507763,872677,20260810,8.15,39,3.26,1.47
2015,172715194,507919,872984,20260823,61.45,72,24.58,11.06
2016,3790201784,507983,873114,20260824,79.02,13,31.61,14.22
2017,1674586654,507920,872993,20260830,19.45,86,7.78,3.5
2018,943591396,507859,872864,20260815,50.44,68,20.18,9.08
2019,1385367261,507828,872811,20260821,78.24,96,31.3,14.08
2021,1309821165,507996,873159,20260816,60.79,91,24.32,10.94
2022,1840468585,507866,872873,20260821,28.79,21,11.52,5.18
2023,362728357,507919,872986,20260809,78.95,40,31.58,14.21
2024,3093826736,507825,872808,20260822,82.68,87,33.07,14.88
2025,2309217753,507801,872768,20260817,80.54,43,32.22,14.5
2026,461478196,507809,872783,20260829,42.94,91,17.18,7.73
2027,592011693,508005,873176,20260812,73.96,107,29.58,13.31
2028,808966041,507867,872875,20260813,72.56,84,29.02,13.06
2029,1717442327,507807,872781,20260815,30.53,114,12.21,5.5
2030,300121671,507895,872922,20260824,71.31,85,28.52,12.84
2031,2206459019,507741,872629,20260808,7.96,58,3.18,1.43
2032,1298704230,507825,872807,20260827,52.7,88,21.08,9.49
2033,2230475307,507920,872991,20260830,23.4,66,9.36,4.21
2034,2520525502,507866,872874,20260824,14.65,104,5.86,2.64
2035,3875615268,507867,872875,20260905,11.16,102,4.46,2.01
2036,4019293599,507763,872677,20260821,60.7,35,24.28,10.93
2038,2319813940,507739,872627,20260814,62.98,105,25.19,11.34
2039,2675594521,507763,872671,20260823,10.23,95,4.09,1.84
2041,1062600184,508012,873187,20260814,48.16,90,19.26,8.67
2042,351958788,507827,872810,20260826,68.26,96,27.3,12.29
2043,1609855495,507763,872664,20260819,30.5,97,12.2,5.49
2044,1033939555,507919,872982,20260831,55.07,59,22.03,9.91
2045,1080386954,507763,872664,20260830,75.88,17,30.35,13.66
2046,1371908474,507958,873057,20260828,54.27,50,21.71,9.77
2047,3428162167,507919,872986,20260903,23.64,15,9.46,4.26
2048,1915331387,507725,872601,20260820,6.95,78,2.78,1.25
2049,2590423183,507763,872675,20260903,74.61,53,29.84,13.43
2050,1184180930,507892,872918,20260903,6.7,73,2.68,1.21
2051,2230785555,507771,872713,20260812,74.98,38,29.99,13.5
2052,707670669,507763,872658,20260811,47.31,37,18.92,8.52
2053,4165004039,507920,872990,20260905,80.13,20,32.05,14.42
2054,2548230086,507815,872789,20260816,68.9,74,27.56,12.4
2055,950993548,507829,872812,20260902,84.83,116,33.93,15.27
2056,1139196435,508021,873198,20260814,33.06,28,13.22,5.95
2057,3593750663,507869,872878,20260905,66.38,18,26.55,11.95
2058,3692004779,507763,872659,20260813,37.15,36,14.86,6.69
2060,2514101851,507961,873060,20260815,55.2,53,22.08,9.94
2061,1690067099,507866,872874,20260830,74.89,77,29.96,13.48
2062,1027192880,507825,872807,20260904,83.73,109,33.49,15.07
2063,1799230483,508022,873199,20260823,66.46,91,26.58,11.96
2064,4249135551,507921,872994,20260827,38.42,24,15.37,6.92
2065,1463103705,507990,873122,20260808,38.71,60,15.48,6.97
2066,538618190,507739,872627,20260905,64.01,22,25.6,11.52
2067,3860671895,508020,873197,20260810,24.1,92,9.64,4.34
2068,4158762834,507746,872636,20260825,13.84,58,5.54,2.49
2069,612653079,507808,872782,20260903,33.37,79,13.35,6.01
2070,2044644764,507820,872797,20260811,27.98,65,11.19,5.04
2071,2744511359,507807,872780,20260810,28.7,85,11.48,5.17
2072,2043270897,507763,872662,20260828,23.69,60,9.48,4.26
2073,4191629435,507919,872981,20260815,8.37,46,3.35,1.51
2074,690877375,507763,872664,20260826,6.43,26,2.57,1.16
2075,521305551,507763,872664,20260830,84.02,67,33.61,15.12
2076,120235077,507919,872983,20260826,39.22,96,15.69,7.06
2077,273177489,507779,872724,20260903,35.75,99,14.3,6.44
2078,1731587250,507821,872800,20260825,59.37,38,23.75,10.69
2079,4182055215,507738,872624,20260817,22.46,42,8.98,4.04
2080,2103655106,507741,872629,20260903,81.0,69,32.4,14.58
2081,1682621700,507826,872809,20260819,67.91,100,27.16,12.22
2082,3729723397,507744,872633,20260809,12.15,98,4.86,2.19
2083,2879841308,507820,872799,20260831,38.41,64,15.36,6.91
2084,170396604,507862,872868,20260903,75.33,19,30.13,13.56
2085,284220849,507866,872872,20260819,80.58,56,32.23,14.5
2086,1132574026,507919,872980,20260831,42.39,32,16.96,7.63
2087,3834560702,507763,872676,20260816,54.07,94,21.63,9.73
2089,1900884487,507959,873058,20260810,84.29,116,33.72,15.17
2091,1013740464,508004,873174,20260820,80.42,110,32.17,14.48
2092,3139246209,507780,872728,20260811,56.97,42,22.79,10.25
2093,2650405863,507779,872725,20260906,53.62,33,21.45,9.65
2094,2826166807,507779,872726,20260830,46.02,117,18.41,8.28
2095,396193758,507763,872659,20260820,23.45,20,9.38,4.22
2096,324881319,508018,873194,20260828,19.12,26,7.65,3.44
2097,1712219365,507866,872874,20260820,22.64,77,9.06,4.08
2098,1043868793,508020,873197,20260811,19.92,56,7.97,3.59
2099,2736476282,507809,872783,20260902,67.37,34,26.95,12.13
2100,2715136156,507922,872997,20260820,33.01,103,13.2,5.94
2101,22970542,508009,873181,20260905,9.63,82,3.85,1.73
2102,3355452403,507763,872675,20260820,82.53,30,33.01,14.86
2103,1953972779,507807,872781,20260815,75.7,93,30.28,13.63
2104,2295642237,507920,872988,20260828,79.22,92,31.69,14.26
2105,594270016,507813,872787,20260822,84.59,92,33.84,15.23
2106,935662898,507919,872987,20260904,18.91,21,7.56,3.4
2107,4235258128,507813,872787,20260829,36.7,46,14.68,6.61
2108,1511988382,507724,872600,20260810,65.66,51,26.26,11.82
2109,576834013,507920,872989,20260827,60.68,26,24.27,10.92
2110,2527648794,507820,872797,20260828,17.31,110,6.92,3.12
2111,3409516577,507996,873159,20260815,70.27,57,28.11,12.65
2112,1831835582,507771,872714,20260826,22.96,112,9.18,4.13
2114,4247360236,507919,872983,20260820,47.96,50,19.18,8.63
2115,2541785512,507859,872864,20260823,52.44,108,20.98,9.44
2116,782838063,508011,873186,20260831,51.41,56,20.56,9.25
2117,3612239602,507821,872800,20260904,12.32,27,4.93,2.22
2118,810876954,507919,872978,20260828,75.2,87,30.08,13.54
2120,2731075489,507919,872986,20260821,15.36,117,6.14,2.76
2121,429243805,507822,872802,20260824,76.1,114,30.44,13.7
2122,3770107667,507803,872770,20260830,81.45,80,32.58,14.66
2123,528966960,507867,872875,20260813,73.97,114,29.59,13.31
2124,1093875408,507920,872993,20260811,69.76,22,27.9,12.56
2125,3694009460,507763,872666,20260826,57.42,91,22.97,10.34
2126,847749750,507808,872782,20260812,49.07,110,19.63,8.83
2127,888072567,507866,872874,20260906,11.96,22,4.78,2.15
2128,2037505479,508005,873176,20260831,37.68,109,15.07,6.78
2129,651963767,507862,872868,20260824,34.82,40,13.93,6.27
2130,3941944726,508007,873179,20260809,25.78,11,10.31,4.64
2131,694011285,507820,872799,20260817,62.87,25,25.15,11.32
2132,3562257779,507820,872799,20260831,44.67,18,17.87,8.04
2133,1045940498,507737,872617,20260906,11.48,82,4.59,2.07
2134,2036279463,507869,872878,20260827,22.61,47,9.04,4.07
2135,2095702436,507818,872793,20260904,59.66,84,23.86,10.74
2136,259096187,507724,872600,20260822,11.09,63,4.44,2.0
2137,1662960545,508004,873174,20260831,73.1,65,29.24,13.16
2138,5056999,507742,872630,20260823,44.61,95,17.84,8.03
2139,10328928,508017,873193,20260826,43.45,106,17.38,7.82
2140,815657097,507922,872997,20260831,52.39,109,20.96,9.43
2141,3816105144,507820,872797,20260831,70.97,118,28.39,12.77
2142,3241152323,507807,872780,20260818,32.82,96,13.13,5.91
2143,2005333787,508017,873193,20260823,59.24,54,23.7,10.66
2144,1227612756,507861,872867,20260810,50.26,118,20.1,9.05
2145,837391543,507806,872777,20260815,26.36,43,10.54,4.74
2146,3943939050,507801,872768,20260821,75.29,18,30.12,13.55
2147,3393356450,508020,873197,20260822,68.79,97,27.52,12.38
2148,3608203595,507812,872786,20260818,57.68,17,23.07,10.38
2149,57153746,507763,872674,20260819,73.05,16,29.22,13.15
2150,1002872423,508022,873199,20260905,74.38,45,29.75,13.39
2151,4212452576,507763,872663,20260901,61.67,27,24.67,11.1
2152,1275920742,508022,873199,20260821,71.96,12,28.78,12.95
2153,3825319263,507740,872628,20260901,60.8,37,24.32,10.94
2154,998513775,507823,872804,20260816,59.41,79,23.76,10.69
2155,2916476587,507919,872982,20260816,54.49,117,21.8,9.81
2156,2998884070,507739,872626,20260904,65.22,53,26.09,11.74
2157,4016792943,508008,873180,20260817,17.69,30,7.08,3.18
2158,385254860,507864,872870,20260903,75.47,37,30.19,13.58
2160,854375025,507763,872662,20260808,7.34,63,2.94,1.32
2161,4132653670,507820,872799,20260815,71.07,63,28.43,12.79
2162,2978383800,507826,872809,20260811,15.31,74,6.12,2.76
2163,571731088,507919,872976,20260809,31.81,109,12.72,5.73
2164,3223299213,507779,872726,20260902,64.48,30,25.79,11.61
2165,3347535218,507804,872771,20260826,17.86,116,7.14,3.21
2166,784229663,507763,872672,20260907,70.44,108,28.18,12.68
2167,199456474,507990,873122,20260901,71.57,22,28.63,12.88
2168,454800806,507864,872870,20260808,45.6,66,18.24,8.21
2169,2591087449,507959,873058,20260809,5.51,58,2.2,0.99
2170,2056297353,507929,873006,20260903,27.96,63,11.18,5.03
2171,2266032829,507817,872792,20260903,54.35,19,21.74,9.78
2173,1147286004,507813,872787,20260817,55.55,53,22.22,10.0
2174,3652875676,507920,872993,20260813,25.78,56,10.31,4.64
2175,679056097,507820,872799,20260820,55.72,62,22.29,10.03
2176,3372184581,507829,872812,20260903,48.2,83,19.28,8.68
2178,2862187862,507920,872989,20260827,13.56,22,5.42,2.44
2179,3690175222,507763,872658,20260826,65.88,46,26.35,11.86
2180,2456871175,507763,872675,20260830,48.3,111,19.32,8.69
2181,1597622485,507807,872779,20260819,82.04,33,32.82,14.77
2182,3255550082,507869,872878,20260812,32.35,11,12.94,5.82
2183,1612031321,508002,873172,20260813,55.61,95,22.24,10.01
2185,379829742,507763,872662,20260904,13.2,109,5.28,2.38
2186,2289036175,507869,872878,20260811,79.98,23,31.99,14.4
2187,1098415687,507725,872601,20260816,60.03,19,24.01,10.81
2188,391540241,507815,872789,20260901,10.43,44,4.17,1.88
2190,3033314033,507763,872670,20260903,61.65,12,24.66,11.1
2192,1990750016,507865,872871,20260905,51.57,26,20.63,9.28
2194,2688570004,508009,873181,20260812,54.67,63,21.87,9.84
2195,1868458474,507866,872874,20260904,8.66,33,3.46,1.56
2196,2454528384,507866,872872,20260817,74.72,38,29.89,13.45
2198,909517904,507807,872781,20260906,82.51,34,33.0,14.85
2199,3747318486,507920,872990,20260827,64.97,109,25.99,11.69
2200,403018657,507738,872623,20260823,15.41,69,6.16,2.77
2201,2329090067,508020,873197,20260905,65.66,99,26.26,11.82
2202,3570499326,508003,873173,20260905,6.97,111,2.79,1.25
2203,3695372003,507826,872809,20260903,6.77,74,2.71,1.22
2204,1018030035,508018,873194,20260827,30.89,93,12.36,5.56
2205,2609068310,507806,872777,20260812,44.09,37,17.64,7.94
2206,1646326974,507746,872635,20260811,66.63,25,26.65,11.99
2207,1754666196,507920,872988,20260829,59.66,56,23.86,10.74
2208,2135935510,507822,872802,20260812,40.67,90,16.27,7.32
2209,2721263382,507892,872918,20260907,26.89,113,10.76,4.84
2210,1942987800,507763,872668,20260824,84.77,101,33.91,15.26
2211,1119232134,507763,872674,20260821,39.09,67,15.64,7.04
2212,3062395616,507741,872629,20260901,41.11,85,16.44,7.4
2214,3093412377,507822,872802,20260829,68.58,62,27.43,12.34
2215,2128824578,507922,872996,20260906,60.49,51,24.2,10.89
2216,3839802348,507763,872668,20260812,22.66,68,9.06,4.08
2217,2527019513,507763,872663,20260820,11.59,56,4.64,2.09
2218,4124692375,507808,872782,20260812,59.44,103,23.78,10.7
2219,2731525515,507983,873114,20260816,57.36,114,22.94,10.32
2220,3437883019,507763,872673,20260816,26.86,43,10.74,4.83
2221,2931805715,507867,872876,20260824,81.07,46,32.43,14.59
2222,783884684,507919,872986,20260813,17.08,15,6.83,3.07
2223,2596858508,507865,872871,20260808,39.59,16,15.84,7.13
2224,2942969490,507990,873122,20260830,80.49,105,32.2,14.49
2225,2246657389,507919,872977,20260821,38.58,105,15.43,6.94
2226,2871239157,508011,873186,20260815,56.08,34,22.43,10.09
2227,4116836732,507771,872713,20260817,36.81,42,14.72,6.63
2228,4121543470,507919,872976,20260830,26.94,64,10.78,4.85
2229,630183024,507763,872664,20260813,83.72,67,33.49,15.07
2230,2646827413,507921,872995,20260812,37.75,16,15.1,6.8
2231,2611116327,508019,873196,20260904,76.53,66,30.61,13.78
2232,1612969147,507892,872918,20260906,23.4,21,9.36,4.21
2233,1890518934,507819,872795,20260827,22.05,25,8.82,3.97
2235,1749029114,507865,872871,20260827,57.13,52,22.85,10.28
2237,2418739483,507919,872983,20260905,74.15,86,29.66,13.35
2238,3050679141,507919,872983,20260827,42.86,16,17.14,7.71
2239,1910089852,507808,872782,20260815,82.46,109,32.98,14.84
2240,905523409,507863,872869,20260823,19.84,60,7.94,3.57
2241,4110405430,507763,872664,20260901,74.49,82,29.8,13.41
2242,2084769142,507865,872871,20260811,67.13,41,26.85,12.08
2243,682492554,507996,873159,20260829,66.67,84,26.67,12.0
2244,3768204983,507862,872868,20260829,72.58,17,29.03,13.06
2245,1361234507,507745,872634,20260901,65.88,106,26.35,11.86
2246,3798823227,507869,872878,20260826,55.1,96,22.04,9.92
2247,1584100901,507818,872793,20260820,15.5,98,6.2,2.79
2248,4220603597,507801,872768,20260906,7.6,81,3.04,1.37
2249,145612096,507763,872670,20260830,78.67,54,31.47,14.16
2250,2096147748,507919,872986,20260815,54.33,95,21.73,9.78
2251,3736810578,507763,872662,20260808,68.72,68,27.49,12.37
2252,2108171793,507806,872775,20260824,43.52,13,17.41,7.83
2253,760654338,508013,873188,20260824,14.38,113,5.75,2.59
2254,1041444194,507737,872617,20260824,15.01,76,6.0,2.7
2255,3082883693,507742,872630,20260906,59.85,38,23.94,10.77
2256,3423099549,507828,872811,20260823,39.42,114,15.77,7.1
2257,1334865518,507810,872784,20260906,21.04,38,8.42,3.79
2258,1055690830,507763,872671,20260831,44.33,107,17.73,7.98
2259,1971751524,508004,873174,20260817,10.14,107,4.06,1.83
2260,1597292428,507805,872773,20260824,51.56,37,20.62,9.28
2261,1183573659,507746,872636,20260901,26.52,86,10.61,4.77
2262,75443200,508001,873171,20260824,68.8,88,27.52,12.38
2263,753507420,507806,872774,20260822,29.83,96,11.93,5.37
2264,3154843197,508011,873186,20260826,41.42,53,16.57,7.46
2265,1592675168,507806,872776,20260905,5.93,99,2.37,1.07
2266,3576749528,507807,872781,20260906,10.8,13,4.32,1.94
2267,2538439734,507827,872810,20260904,36.4,99,14.56,6.55
2268,3491107725,507763,872676,20260831,43.4,113,17.36,7.81
2269,4217081533,508013,873188,20260829,53.0,18,21.2,9.54
2270,516869461,507714,872553,20260812,28.33,14,11.33,5.1
2271,2706473037,507818,872793,20260901,60.6,65,24.24,10.91
2274,3865248775,507990,873122,20260829,8.17,59,3.27,1.47
2275,2202491860,507812,872786,20260812,43.44,84,17.38,7.82
2276,2903351193,507779,872726,20260906,13.39,24,5.36,2.41
2278,3163324156,507738,872623,20260903,83.93,37,33.57,15.11
2279,776050417,507763,872672,20260904,16.4,31,6.56,2.95
2280,3750308257,507725,872601,20260826,44.91,114,17.96,8.08
2281,3770676049,507862,872868,20260813,54.45,26,21.78,9.8
2282,4173460531,507808,872782,20260825,61.2,68,24.48,11.02
2283,4077909495,508011,873186,20260907,49.77,99,19.91,8.96
2284,3274128050,507825,872808,20260904,5.78,117,2.31,1.04
2285,272657589,507736,872615,20260824,31.12,80,12.45,5.6
2286,1939832680,507779,872726,20260813,46.42,115,18.57,8.36
2287,1721951585,507815,872789,20260813,12.03,66,4.81,2.17
2288,1978254441,507743,872632,20260819,33.05,35,13.22,5.95
2289,4101038062,507763,872671,20260830,7.66,34,3.06,1.38
2290,2705771433,507919,872977,20260827,11.29,19,4.52,2.03
2291,4093434470,507958,873057,20260906,36.75,54,14.7,6.61
2292,502725076,507763,872668,20260825,15.62,92,6.25,2.81
2293,4285907292,507746,872635,20260901,50.4,20,20.16,9.07
2294,2848418151,507920,872991,20260822,60.16,86,24.06,10.83
2295,2571399658,507919,872984,20260812,69.05,62,27.62,12.43
2296,285189098,507863,872869,20260815,21.01,81,8.4,3.78
2297,3037216277,507932,873010,20260823,18.4,113,7.36,3.31
2298,1468873499,508012,873187,20260830,13.37,77,5.35,2.41
2300,2833094684,507919,872985,20260825,61.52,37,24.61,11.07
2301,2479488668,507929,873006,20260813,7.53,84,3.01,1.36
2303,1226579269,508019,873196,20260811,9.16,74,3.66,1.65
2304,377601632,507741,872629,20260810,48.3,58,19.32,8.69
2305,226703170,507956,873053,20260809,61.72,56,24.69,11.11
2306,565634976,507822,872802,20260813,74.68,61,29.87,13.44
2307,3206462487,507919,872987,20260820,62.13,111,24.85,11.18
2308,3583261729,507738,872624,20260904,69.14,97,27.66,12.45
2309,983995853,507745,872634,20260824,32.16,63,12.86,5.79
2310,88244559,507920,872992,20260831,70.19,69,28.08,12.63
2312,859725297,507919,872979,20260817,76.59,56,30.64,13.79
2313,895197870,507763,872666,20260827,48.81,40,19.52,8.79
2314,1864884377,507921,872995,20260907,70.38,114,28.15,12.67
2315,2519204229,507919,872983,20260830,41.19,55,16.48,7.41
2317,451479833,507763,872659,20260819,47.11,14,18.84,8.48
2318,2633087957,507825,872808,20260822,63.53,93,25.41,11.44
2319,2927813637,508017,873193,20260905,11.53,61,4.61,2.08
2320,4168843669,507763,872676,20260903,9.83,114,3.93,1.77
2321,3328377869,507746,872635,20260826,24.77,84,9.91,4.46
2322,3856624610,507763,872671,20260818,17.76,63,7.1,3.2
2323,736956113,507818,872793,20260814,74.74,42,29.9,13.45
2324,3961760719,508021,873198,20260901,22.54,59,9.02,4.06
2325,1016484646,508009,873181,20260906,83.07,47,33.23,14.95
2326,4201676947,508000,873170,20260907,31.95,36,12.78,5.75
2327,2587791256,507826,872809,20260906,19.57,107,7.83,3.52
2329,1859931639,508013,873188,20260830,57.7,105,23.08,10.39
2330,3493598597,507959,873058,20260823,44.86,70,17.94,8.07
2331,2120342846,507820,872799,20260815,49.43,30,19.77,8.9
2332,1964090270,507919,872986,20260814,62.54,55,25.02,11.26
2333,2132194666,507930,873007,20260823,23.28,78,9.31,4.19
2334,2847257197,508016,873192,20260817,84.71,15,33.88,15.25
2335,3238332892,507919,872980,20260815,82.98,47,33.19,14.94
2336,631265182,507763,872664,20260828,57.03,71,22.81,10.27
2337,1353811882,507763,872668,20260905,20.96,95,8.38,3.77
2338,1331718747,508001,873171,20260829,59.42,71,23.77,10.7
2339,3952965669,507806,872776,20260901,10.78,91,4.31,1.94
2340,3448990061,507919,872980,20260904,7.45,87,2.98,1.34
2341,3240985448,507919,872985,20260901,25.61,83,10.24,4.61
2342,4210589065,507807,872780,20260815,42.01,55,16.8,7.56
2343,3623370339,507895,872922,20260823,74.46,22,29.78,13.4
2344,669223419,507829,872812,20260811,63.17,104,25.27,11.37
2345,964391021,507919,872986,20260809,64.42,103,25.77,11.6
2346,1338507208,507890,872915,20260815,39.04,12,15.62,7.03
2347,814468066,507919,872976,20260827,32.67,103,13.07,5.88
2348,3270532914,507763,872663,20260828,34.68,15,13.87,6.24
2349,4239154993,507824,872805,20260828,84.01,102,33.6,15.12
2351,2718513020,507824,872805,20260812,74.36,53,29.74,13.38
2352,2458172390,507813,872787,20260819,51.29,118,20.52,9.23
2353,1368708970,507866,872872,20260810,40.09,116,16.04,7.22
2354,3878921873,507771,872713,20260819,63.02,117,25.21,11.34
2355,2252457719,507920,872991,20260816,43.93,42,17.57,7.91
2356,1116147024,507746,872636,20260905,74.87,90,29.95,13.48
2357,3911969755,507763,872662,20260904,77.06,84,30.82,13.87
2358,3775380344,507763,872660,20260905,38.74,86,15.5,6.97
2359,3034942247,507763,872662,20260821,27.15,59,10.86,4.89
2360,2720401032,507919,872980,20260903,52.39,20,20.96,9.43
2361,1312255914,507763,872663,20260830,77.99,104,31.2,14.04
2362,2635083103,507866,872872,20260829,21.85,37,8.74,3.93
2363,2955043535,507763,872672,20260820,54.84,117,21.94,9.87
2365,3581547206,507745,872634,20260821,63.65,50,25.46,11.46
2366,1428626941,508011,873186,20260812,15.53,25,6.21,2.8
2367,4274910063,508003,873173,20260814,62.27,77,24.91,11.21
2368,2485754726,508003,873173,20260818,77.72,108,31.09,13.99
2369,3522918063,507827,872810,20260907,19.37,57,7.75,3.49
2370,2414463145,507763,872670,20260816,24.0,65,9.6,4.32
2371,1051206001,507895,872922,20260818,82.71,73,33.08,14.89
2372,3274743749,507861,872867,20260811,19.48,68,7.79,3.51
2373,2668270479,507919,872978,20260903,73.35,99,29.34,13.2
2374,2892165073,507743,872632,20260906,44.38,71,17.75,7.99
2375,1096687669,507820,872797,20260824,24.78,85,9.91,4.46
2377,3116627871,507823,872804,20260902,40.62,110,16.25,7.31
2378,2607043618,507861,872867,20260815,46.19,98,18.48,8.31
2379,2300676073,507763,872665,20260811,33.74,27,13.5,6.07
2380,1934176713,508007,873179,20260814,52.44,28,20.98,9.44
2381,1475043415,507930,873007,20260820,18.08,96,7.23,3.25
2382,1598792968,507806,872775,20260824,36.29,64,14.52,6.53
2383,3696375686,507771,872713,20260827,82.55,111,33.02,14.86
2384,46433834,507920,872993,20260815,25.65,91,10.26,4.62
2385,370705734,507807,872779,20260828,57.54,35,23.02,10.36
2386,3256792637,507763,872666,20260830,31.02,15,12.41,5.58
2387,77816863,507859,872865,20260813,66.88,13,26.75,12.04
2388,487665146,508002,873172,20260902,15.47,117,6.19,2.78
2389,1303874801,507865,872871,20260826,82.59,38,33.04,14.87
2390,1245077218,507763,872668,20260901,41.3,68,16.52,7.43
2391,3657613427,507819,872795,20260905,23.88,107,9.55,4.3
2392,135636454,508005,873176,20260813,10.88,26,4.35,1.96
2393,2543705192,507807,872779,20260826,18.58,116,7.43,3.34
2394,749372618,507919,872979,20260903,46.58,52,18.63,8.38
2395,2061179886,508003,873173,20260819,31.96,89,12.78,5.75
2396,4040584193,508021,873198,20260818,71.31,75,28.52,12.84
2397,4011892310,508019,873196,20260821,39.47,43,15.79,7.1
2398,2898908394,508002,873172,20260822,24.9,17,9.96,4.48
2399,2077003097,507738,872623,20260904,54.37,22,21.75,9.79
2400,4218342211,508017,873193,20260905,61.54,115,24.62,11.08
2403,3352244458,507780,872728,20260830,7.93,105,3.17,1.43
2404,3990912416,507817,872792,20260814,63.91,109,25.56,11.5
2405,3388880903,507823,872804,20260830,58.1,103,23.24,10.46
2406,1034151597,507829,872812,20260808,42.97,74,17.19,7.73
2407,1268143859,507859,872865,20260818,72.53,52,29.01,13.06
2408,97329162,507715,872554,20260823,69.45,48,27.78,12.5
2409,1020733612,507780,872728,20260821,51.83,90,20.73,9.33
2410,4057120663,507763,872675,20260826,74.46,68,29.78,13.4
2411,509390311,508004,873174,20260812,21.47,93,8.59,3.86
2412,1218196505,507890,872915,20260816,13.95,97,5.58,2.51
2413,2353566003,507746,872636,20260827,26.58,95,10.63,4.78
2414,3529155627,507763,872675,20260820,9.57,102,3.83,1.72
2415,2404285731,507738,872624,20260813,47.49,95,19.0,8.55
2416,3439617295,507763,872662,20260808,79.93,53,31.97,14.39
